store_name,city,latitude,longitude,target_rating,target_is_successful,median_income,pop_density_sqkm,pct_age_20_39,competitor_count_500m,nearest_transit_distance_m
Cafe Hashtag,Coquitlam,49.2433539231417,-122.891021765672,4.3,1,37828.57,4496.36,36.55,28,108.45469762810835
Kabayan Cafe,New Westminster,49.21337749566515,-122.9375284,5.0,1,39807.69,5934.33,29.02,8,8.040876688051135
Chef's Catering & Cafe,Burnaby,49.2467841,-122.9416052,3.4,0,41000.0,415.08,22.88,1,454.26284869568957
Trees Organic Coffee,Vancouver,49.2385014,-123.031401,3.5,0,35386.67,9378.61,36.92,3,26.51846991557313
Kory's Coffee,Burnaby,49.28010067001491,-122.9820175,4.0,1,38880.0,2002.18,28.08,2,39.86248470824023
Cafe Ricotta,Burnaby,49.24317080943199,-122.8930526599288,4.6,1,37920.0,4384.91,36.17,28,46.39532857800312
The Between Cafe,Burnaby,49.259088521715,-123.007713093253,5.0,1,39466.67,2667.64,42.45,5,416.30504869135086
Kids Play Cafe & Cafe Artistico,Surrey,49.111984,-122.810317,3.8,0,45784.62,6028.94,28.97,0,107.53435498083635
Prado Cafe,Burnaby,49.259823,-123.009807,3.5,0,40866.67,3388.27,42.46,3,300.9720849669624
Caffe Mira,New Westminster,49.21425325526439,-122.89784533568698,4.1,1,48044.44,5521.6,34.25,3,135.55582207972594
LIMA Cafe,Burnaby,49.26461644634673,-123.007993362844,4.0,1,45200.0,7601.68,50.27,15,188.67832586144752
Le Miel,Burnaby,49.24390825324487,-122.8940027,5.0,1,37920.0,4384.91,36.17,28,98.2066625886136
Passion8 Dessert Cafe,Coquitlam,49.246229030299254,-122.89227044221734,4.0,1,37975.0,4444.72,36.05,32,34.553436413879886
A and B Cafe,Burnaby,49.2449869820384,-122.9731382849,3.0,0,40025.0,993.83,24.3,2,47.15086300356729
Brisk Cafe,Coquitlam,49.28335,-122.7933949,4.6,1,36810.53,5832.29,28.33,31,29.984375396917336
Ek Chai Kahani,Surrey,49.11885835789898,-122.8240515212801,5.0,1,38584.62,4841.68,34.35,2,42.04859716889362
Paradise Donair and Coffee Mania,New Westminster,49.2102203,-122.9331284,3.4,0,40373.33,7381.89,30.8,11,59.50929223288117
Bjornbar Bakery,Coquitlam,49.26285,-122.88897,3.6,0,39047.06,5831.75,40.93,7,63.207602280462794
Cafe Delitzi,Coquitlam,49.28293,-122.79819,4.4,1,36388.89,6055.56,28.04,29,128.07684934221788
The Southside Cafe,Richmond,49.180771428271,-123.165193538618,4.7,1,40000.0,8926.5,25.51,3,238.6040702149346
Take Five Cafe,Burnaby,49.25513,-122.99468,5.0,1,41750.0,2640.61,39.22,0,50.75187715341954
Sun Century Cafe,Richmond,49.18621,-123.13344,3.9,0,30866.67,2403.59,49.47,37,91.2581025262785
The Mill Cafe,Burnaby,49.2234617,-122.9874456,0.0,0,34133.33,7142.58,41.62,14,153.0891495204816
Java Hut Cafe,Surrey,49.14277,-122.86767,4.5,1,31025.0,3178.66,34.08,2,157.61661896804625
Illo Kimbap Cafe,Coquitlam,49.2618485,-122.8904397,4.3,1,39522.22,5240.59,39.53,7,52.08634287871404
Paanwala Of Surrey,Surrey,49.19148636,-122.84919739,4.8,1,35444.44,5873.43,45.14,7,26.434900539336684
Oneway Cafe,Burnaby,49.254198,-122.9147789,3.8,0,44800.0,1862.98,25.3,0,203.38715668646122
The Venti,Richmond,49.1698598,-123.1367534,4.0,1,29833.33,9089.32,36.74,42,12.345945280924667
Ice Baby Bubble Tea,Burnaby,49.2300224,-123.0046844,2.5,0,33862.86,11430.58,38.21,29,84.31057524576256
Combine Cafe & Bar,Surrey,49.18170954562757,-122.8457860865099,3.7,0,35133.33,5636.78,40.43,7,74.25259321030205
Waves Coffee House,New Westminster,49.2131508,-122.9200801,3.4,0,42805.71,6858.32,28.93,37,33.53205201323637
Fluffle Cafe,Richmond,49.1842803,-123.1147434,4.6,1,33363.64,5015.06,34.9,1,49.23618545036115
Bread x Butter Cafe,Burnaby,49.228813980925075,-122.9998331,3.0,0,33491.89,11578.01,41.34,26,21.493822888592753
Blue Duck Cafe,Richmond,49.1682913993656,-122.993983620033,4.6,1,,,,0,117.77718164519911
Origin Cafe,Richmond,49.18412,-123.1263,4.6,1,32250.0,4056.41,43.68,20,52.103728952772784
Cafe Dorothy,Coquitlam,49.28083,-122.79272,4.3,1,36905.88,5750.39,28.53,36,84.17034302444189
The Concert Music Garden Cafe,Burnaby,49.2442726,-122.8927549,3.5,0,37920.0,4384.91,36.17,28,1.2696855306343025
Mad Hatter Bistro,Vancouver,49.28098,-123.02539,4.0,1,40295.65,4768.43,27.88,5,24.908614174649504
Big Shots Cafe,Burnaby,49.2809388,-123.0168383,3.4,0,41386.67,5350.25,27.79,19,26.843099498266305
Benzx Lounge,Burnaby,49.2811740409802,-123.0049691084986,0.0,0,38850.0,4903.93,26.73,16,31.12963906949194
Delicia Cafe & Bakery,New Westminster,49.20208,-122.90914,3.8,0,45640.0,11793.24,41.43,50,119.57692700568252
Riverside Cafe,Richmond,49.11923995426843,-123.16411098265552,4.2,1,47733.33,6432.47,17.22,2,638.7616981398472
Cup Full Dessert Cafe,Coquitlam,49.28083,-122.79272,3.7,0,36905.88,5750.39,28.53,36,84.17034302444189
El Santo,New Westminster,49.2022405,-122.9093807,3.7,0,45640.0,11793.24,41.43,51,114.60716691044523
Han Lin Noodle House,New Westminster,49.210381277082135,-122.91715603819992,3.5,0,43654.05,7978.02,34.15,35,27.097919847174257
Columbia Street Sandwich,New Westminster,49.2034109,-122.9071758,4.6,1,44610.53,10681.25,44.85,33,5.19795007741031
Taqueria Playa Tropical,New Westminster,49.2097840906051,-122.91639733055,3.7,0,43569.23,8675.43,36.77,33,11.186274526353683
The Old Spaghetti Factory,New Westminster,49.201925687134,-122.91260507829,3.5,0,45381.82,12053.81,40.88,55,28.802673925460553
Cockney Kings Fish & Chips,New Westminster,49.2008661133601,-122.916763893224,4.0,1,44304.76,13184.49,40.17,41,81.51006500789518
Piva Modern Italian,New Westminster,49.201547,-122.911386,4.0,1,45542.86,11943.34,40.92,54,45.168665642264926
Longtail Kitchen,New Westminster,49.1997723,-122.9124427,4.0,1,45266.67,13328.24,41.04,47,114.83345798353098
6th Ave Bread & Deli,New Westminster,49.2120019089755,-122.922128466349,4.4,1,42475.68,7978.66,30.64,38,115.2138202952034
Artusi Restaurant,New Westminster,49.2105935011629,-122.917292262862,4.0,1,43631.58,7870.36,34.03,35,38.978269103126806
Banette,New Westminster,49.212666374930784,-122.9200253,4.5,1,42678.79,7867.68,29.6,38,69.50353216315067
Angelina's,New Westminster,49.200022,-122.91173,3.9,0,45266.67,13328.24,41.04,50,103.91123827365422
Amelia Restaurant,New Westminster,49.20876,-122.93227,4.3,1,40554.84,6391.15,30.74,11,15.096433506934758
Burger Heaven,New Westminster,49.20138,-122.91604,3.6,0,44017.39,13388.14,40.6,43,105.11786509315246
Jokim Kitchen,New Westminster,49.2123946,-122.92115999999676,4.1,1,42678.79,7867.68,29.6,38,62.25104422953128
The Hide Out Cafe,New Westminster,49.2029257,-122.9108691,4.2,1,45478.26,11258.13,40.57,52,175.91424216647627
Yianni's Greek Taverna,New Westminster,49.2124240808659,-122.919168452339,3.7,0,43211.76,6869.19,29.51,38,54.94632018136112
Ikoi Sushi,New Westminster,49.23018,-122.89239,4.4,1,47485.71,2842.66,32.88,8,36.33541325644421
Sushi Well,New Westminster,49.2126787,-122.9200936,4.0,1,42678.79,7867.68,29.6,38,64.42799273522236
Sixth Street Grill,New Westminster,49.2108238069653,-122.917073781025,3.7,0,43513.51,7737.71,32.61,35,45.67750953786394
North Noodle House,New Westminster,49.200992,-122.913094,3.9,0,44968.42,13227.66,41.0,52,7.728358847031394
Sanjo Sushi Asian Cuisine,New Westminster,49.212860664254805,-122.92019516255849,4.4,1,42678.79,7867.68,29.6,38,51.367230225691905
Sushi Simagoya,New Westminster,49.1849621482515,-122.949424850882,4.6,1,41040.0,3192.06,31.18,3,71.99292479516438
Massawa Restaurant,New Westminster,49.21062,-122.91767,3.9,0,43427.03,7872.3,33.18,35,65.83858807695167
Big Star Sandwiches,New Westminster,49.2021828,-122.9094816,3.9,0,45640.0,11793.24,41.43,51,124.24735072062246
IT Char Burger,New Westminster,49.222413,-122.9122126,4.5,1,45312.5,3656.72,23.77,2,70.55956556689729
Sushi Yen,New Westminster,49.2038975160565,-122.908591367304,3.8,0,45781.82,10499.6,41.29,43,48.84170443196737
Banh Mi Bar Restaurant,New Westminster,49.20279527932723,-122.91101334289716,4.7,1,45478.26,11258.13,40.57,52,158.02475833481688
Anny's Dairy Bar,New Westminster,49.214855,-122.922433,4.2,1,41381.25,7339.84,27.75,28,112.96958682518371
Re-Up BBQ,New Westminster,49.2000834965815,-122.911374465514,3.8,0,45623.53,13453.29,41.23,50,115.15869615061519
Chaiiwala,New Westminster,49.21238,-122.920151,4.2,1,42776.47,7837.76,29.76,38,81.36437259206687
Thai New West,New Westminster,49.229001,-122.89251,3.8,0,47485.71,2842.66,32.88,11,155.3501471362809
Kushi Mura Japanese Izakaya,New Westminster,49.2018489,-122.9127047,3.2,0,45381.82,12053.81,40.88,55,18.699237916749755
Arvind's Curry & Cocktail,New Westminster,49.2107666,-122.917511,3.1,0,43277.78,7827.2,33.12,35,62.25551944137194
Dine Kanadiyan,New Westminster,49.21197868804981,-122.9211672344025,3.7,0,42628.57,8203.92,30.47,38,107.2856563785203
Epic Grill Silogs + Sans Rival,New Westminster,49.190376,-122.9364904,4.1,1,43666.67,2969.05,32.39,0,46.668524743397455
Donair Star,New Westminster,49.2083493,-122.93167515413184,4.0,1,40737.5,6722.05,31.11,11,19.906989264829072
Kioku Kitchen,New Westminster,49.2015316664854,-122.9134644,4.4,1,45036.36,12659.45,40.56,54,5.037436097379291
Tina Vietnamese Cuisine,New Westminster,49.20230997138088,-122.91254500292511,4.5,1,44848.0,11666.17,40.58,55,64.0833767642317
Victoria Sushi,New Westminster,49.213378,-122.89888,4.0,1,49080.0,5420.69,33.61,2,74.72363614511663
Sushi Heaven,New Westminster,49.2306827,-122.8929216,3.8,0,47485.71,2842.66,32.88,8,31.69647263728694
4 Seasons Chaat House,New Westminster,49.210675,-122.917569,3.8,0,43277.78,7827.2,33.12,35,61.02765482357659
Shawarma Corner,New Westminster,49.2029499,-122.9086533,4.5,1,45409.52,11548.61,41.4,48,22.809003818419907
Stefanos Restaurant,New Westminster,49.2054199,-122.90424,3.0,0,46200.0,10105.08,46.28,12,97.57695200193737
Balai in the Borough,New Westminster,49.19034444678847,-122.949241,3.8,0,39350.0,3159.37,31.54,1,235.39808314256288
Shiok,New Westminster,49.208416,-122.931803,4.6,1,40654.55,6538.73,30.88,11,26.638359207594863
Sichuan Yummy Food - Wonton House,New Westminster,49.20607,-122.92832,4.7,1,41090.91,7620.04,32.29,8,22.169687524815203
Big Way Hot Pot,New Westminster,49.20104990676527,-122.91260437496535,4.6,1,45340.0,12487.04,40.7,55,26.18922360811675
Pizzeria Ludica,New Westminster,49.2040696455815,-122.909304314068,3.5,0,45424.0,10681.43,40.37,43,31.194875463249645
Bubble World,New Westminster,49.2048187,-122.9100876,3.3,0,45157.14,10938.65,40.22,37,16.291687400495046
Pho Chan,New Westminster,49.2228583293267,-122.914227216925,3.8,0,43610.53,4251.95,25.1,2,118.54768216059573
Woomi Sushi,New Westminster,49.2225852,-122.914627,4.3,1,43190.0,4431.61,24.41,2,78.20115604453432
FusionCore Japanese Eatery,Burnaby,49.2194467307934,-122.927554920316,3.9,0,39176.92,5793.44,25.57,6,30.984430439218446
Greens & Beans Deli,New Westminster,49.2229306,-122.8931559,4.3,1,47709.09,4128.88,32.82,5,59.44178253651432
Royal Tandoori Indian Restaurant,New Westminster,49.20512,-122.90983,3.7,0,44830.77,10787.81,41.12,34,28.689246605581232
Abyssinia Ethiopian Restaurant,Burnaby,49.2224351,-122.9437792,3.9,0,36028.57,6393.02,32.68,11,75.45647776421812
Sora Sushi House,New Westminster,49.20252,-122.91375,4.5,1,44544.0,12191.63,40.28,55,99.11414369783078
Papa Johns Pizza,New Westminster,49.21329659729184,-122.91968736842948,3.1,0,42805.71,6858.32,28.93,37,10.318821069898597
The Chopped Leaf,New Westminster,49.2122867,-122.9190461,3.5,0,43211.76,6869.19,29.51,38,37.316308304702524
Pho Angkor Noodle House,New Westminster,49.2012551,-122.9169549,4.5,1,44054.55,13236.38,40.14,40,126.45529575491989
Pizza Pizzeria,Burnaby,49.2308488,-122.9058827,4.2,1,45576.47,3671.31,26.05,2,336.0451375952691
Katsuya,Coquitlam,49.26175,-122.89038,4.4,1,39522.22,5240.59,39.53,7,44.220832635783026
Gong cha,New Westminster,49.2005508,-122.9151912,4.5,1,44947.37,13108.67,40.09,44,30.536532138061634
Kojima Sushi,New Westminster,49.2106056213379,-122.917495727539,2.8,0,43427.03,7872.3,33.18,35,53.27672035922984
Serious Coffee,New Westminster,49.20049907250124,-122.91531119692569,4.2,1,44947.37,13108.67,40.09,44,40.54628528930448
Hi Dozo Sushi,New Westminster,49.212302836833665,-122.9218728,3.1,0,42377.78,8010.24,30.51,38,99.30543488465428
Ho Fung,New Westminster,49.215071,-122.9227783,3.5,0,41278.79,7104.42,27.67,27,78.26936135731981
Mean Poutine,New Westminster,49.21308,-122.91995,4.3,1,42805.71,6858.32,28.93,37,35.16011161453043
Pamola Bakery and Deli,New Westminster,49.2000426090809,-122.911609739566,3.7,0,45623.53,13453.29,41.23,51,107.12041655875615
gastronomia Italia,New Westminster,49.20325393435578,-122.90812679573745,4.4,1,45160.0,11465.69,42.25,44,30.42443743905889
The Peri Peri Shack,New Westminster,49.20985443619279,-122.91650641534834,4.0,1,43569.23,8675.43,36.77,34,11.318759702071889
Chan's Garden,New Westminster,49.2298584,-122.8930588,3.7,0,47485.71,2842.66,32.88,9,72.89361572416944
Royal Crown Pizza,New Westminster,49.2084010373217,-122.920245955181,3.9,0,43156.76,9824.57,36.31,27,31.534652477111667
Quayside Tiki Bar,New Westminster,49.20015,-122.9117,4.0,1,45266.67,13328.24,41.04,51,93.68902598125771
Moodswing Coffee And Bar,New Westminster,49.2022517,-122.9085935,4.0,1,45640.0,11793.24,41.43,48,87.93006819751204
The Boathouse Restaurant,New Westminster,49.1995806,-122.9128469,2.4,0,45176.47,13530.34,41.07,46,136.44360072589507
Saigon Ivy,New Westminster,49.21207002304541,-122.91928025557236,3.4,0,43522.22,6931.93,29.86,38,38.98241114547762
Dutch Anchor Restaurant,New Westminster,49.19446139999999,-122.9279768,3.3,0,48480.0,4484.7,31.15,0,54.159124524398
New Lakeview Seafood & Wunton,Burnaby,49.2204185639885,-122.930049553083,3.3,0,39200.0,5620.64,25.92,7,57.443555838094554
Rong Rong Tea House,New Westminster,49.2025566,-122.913414,3.7,0,44738.46,11741.06,40.49,55,90.83940349365751
Mediterranean Donair House,New Westminster,49.215202,-122.9225917,3.8,0,41381.25,7339.84,27.75,27,79.57488481270633
The Taco Factory,New Westminster,49.22904,-122.89241,3.4,0,47507.69,2863.2,33.38,11,158.65864555678365
Indian Bombay Bistro,Burnaby,49.2231570510965,-122.932603361937,3.9,0,38141.67,5132.26,25.8,5,41.38761230520458
Togo Sushi,New Westminster,49.2010569283793,-122.913864420441,3.5,0,44685.71,13374.58,40.84,49,34.62180415173417
Galbi Korean BBQ,New Westminster,49.20165048669456,-122.91409,5.0,1,44747.83,12759.15,40.66,52,48.75984846328446
Pho Ace,New Westminster,49.2131832,-122.9197982,4.0,1,42805.71,6858.32,28.93,37,21.218496109838068
Sushi Farm,New Westminster,49.2118195905541,-122.924703396857,4.1,1,41680.0,7965.98,30.02,29,42.79129440125547
Steve’s Poké Bar,New Westminster,49.22412,-122.89235,3.8,0,47666.67,4120.89,32.47,5,85.19699089296948
Nashville Hot Chicken,New Westminster,49.20631,-122.92821,1.0,0,41090.91,7620.04,32.29,8,49.315838431870375
Peranakan Kitchen,New Westminster,49.206320079356665,-122.92838104069232,5.0,1,41090.91,7620.04,32.29,8,44.70233300488236
Indian Courtyard Restaurant,New Westminster,49.2081197,-122.93072195981304,3.6,0,40946.67,6779.57,31.05,11,56.89650592634988
Khob Khun Thai Cuisine,Coquitlam,49.249218,-122.858859,4.3,1,39311.11,3830.66,27.58,16,56.59976549217127
White Spot  - New Westminster,New Westminster,49.21307852784236,-122.92103836949718,2.9,0,42678.79,7867.68,29.6,37,19.80772260393258
The Notorious Grey Fox,New Westminster,49.2181945291168,-122.89461974054576,3.5,0,51200.0,4299.17,27.35,1,130.48659943177617
Gino's Restaurant,New Westminster,49.2296123,-122.8930169,3.5,0,47485.71,2842.66,32.88,10,97.67947652637595
Kurry Wala,Burnaby,49.22184,-122.930963,4.2,1,38530.77,5159.47,25.62,7,36.15058703554355
Sushi Hinode,New Westminster,49.202381,-122.912609,4.7,1,44738.46,11741.06,40.49,55,69.39952904568574
Browns Socialhouse Brewery District,New Westminster,49.2250086337406,-122.892624952746,3.4,0,47266.67,3005.07,33.22,8,41.31312578008376
Hi Five,Burnaby,49.23062773,-122.9063846,3.4,0,45244.44,3714.17,26.28,2,337.87619622002995
JOEY Coquitlam,Coquitlam,49.2457652,-122.89261,4.0,1,37546.67,4567.42,36.38,32,78.42129969483025
Plato Filipino,New Westminster,49.2005652,-122.9151592,3.0,0,44947.37,13108.67,40.09,44,27.86629754098026
The Flapper Lounge,New Westminster,49.2025634283609,-122.91249129921196,4.7,1,44738.46,11741.06,40.49,55,91.4038162357954
Kirin Restaurant,New Westminster,49.1867640831858,-122.955329577009,3.5,0,40666.67,2762.85,30.75,3,256.96827539262887
New West Pizza,New Westminster,49.18402,-122.95018,4.2,1,41040.0,3192.06,31.18,3,86.94094728811471
Oh! Zzhu Sam,Burnaby,49.2219905,-122.9446256,4.2,1,35551.72,6536.9,32.25,13,7.611291369632408
De Dutch,New Westminster,49.200425,-122.917656,3.1,0,44600.0,13078.97,40.05,37,100.31774586282964
Afghan Chopan Restaurant,Surrey,49.147471095003574,-122.86530131592922,3.9,0,30028.57,1684.04,35.37,11,204.21741784114118
The Babs Kitchen & Brunch Cafe,New Westminster,49.230246778663854,-122.87929274820038,4.0,1,44960.0,2184.92,41.74,0,381.87098350297
Pho 99,New Westminster,49.21049,-122.93353,3.1,0,40427.59,7307.83,30.67,11,23.15123366721028
Pizza Garden,New Westminster,49.2015796,-122.91292850381411,3.6,0,45180.95,12595.38,40.67,55,24.335140672018923
Itilia Kitchen & Bar,New Westminster,49.20002557750679,-122.9117314,3.5,0,45266.67,13328.24,41.04,50,103.52274704288507
Dehls Gourmet,New Westminster,49.1997935,-122.9132011,4.7,1,44968.42,13227.66,41.0,46,104.08290044583268
Fresh Sushi Roll,New Westminster,49.2133039,-122.9207809,2.8,0,42321.21,7765.07,28.96,36,12.965142339625682
Kimshaker Foodhub,New Westminster,49.2127294,-122.92236920446156,4.0,1,41563.64,7876.95,29.96,35,109.31452350468827
Tasty Planet,Burnaby,49.2191693,-122.9276451,4.4,1,39592.86,5865.18,25.67,6,28.1320030751653
Ole Ole Mexican Deli,New Westminster,49.21157,-122.93511,3.5,0,39986.67,6841.06,29.8,13,97.54441368414045
District Taphouse,New Westminster,49.2289699,-122.89308,3.2,0,47485.71,2842.66,32.88,11,152.99679838189343
Nam Vegan,Burnaby,49.2308613,-122.905859,4.6,1,45576.47,3671.31,26.05,2,335.51411196211575
Golden Samosa Bakery,Surrey,49.15395,-122.86205,4.3,1,31440.0,1742.33,34.24,3,391.83799735887754
Bruncheria,New Westminster,49.2319,-122.89233,3.5,0,46571.43,2704.21,34.37,7,20.19328423791495
Grill N More,New Westminster,49.2124671,-122.92136,0.0,0,42678.79,7867.68,29.6,38,61.28643402723947
The Wild Fig Restaurant,Coquitlam,49.24654219423704,-122.89164322883552,3.4,0,37975.0,4444.72,36.05,33,67.8224722936171
Cacao Mexican Food,New Westminster,49.2030652,-122.9074944,4.0,1,45160.0,11465.69,42.25,41,45.041276995281514
On & Off,Coquitlam,49.24863875402061,-122.81714619874644,3.8,0,47250.0,2559.59,20.91,2,99.57199987196863
Waves Coffee House,New Westminster,49.2021378,-122.9101707,3.1,0,45472.73,11770.84,40.94,51,151.944966093878
Kalash Indian Kitchen,New Westminster,49.1849,-122.949233,4.6,1,41040.0,3192.06,31.18,3,66.66945593157291
Bluefin Sushi,New Westminster,49.22665044765496,-122.89299105765632,3.6,0,47507.69,2863.2,33.38,12,32.317589195654655
Naan Club Modern Indian Bistro,Coquitlam,49.2338484,-122.8537229,4.6,1,42240.0,700.41,25.67,10,91.91799771610047
The 23 House Banh Mi,New Westminster,49.202775,-122.9110645343588,5.0,1,45478.26,11258.13,40.57,52,154.06129355853602
Chungchun Rice Dog,New Westminster,49.20095433407661,-122.91446209325429,4.3,1,44685.71,13374.58,40.84,46,17.061291715992017
Tora Sushi,New Westminster,49.1912222,-122.9462299,2.7,0,39200.0,2734.7,32.03,1,373.60960247125206
Tabanani Cuisine,New Westminster,49.19986556961975,-122.9133677110076,5.0,1,44968.42,13227.66,41.0,46,90.12712155525442
Saku,Coquitlam,49.262560181685686,-122.8892912429378,4.3,1,39047.06,5831.75,40.93,7,30.851236979966618
Kokoro Tokyo Mazesoba,Coquitlam,49.2508308,-122.8926851,4.1,1,37112.5,6723.17,38.98,16,41.836093073418446
A&W,Burnaby,49.21369050533086,-122.93895013853908,4.6,1,39776.92,5875.3,32.12,5,78.96880688452474
Boston Pizza,New Westminster,49.200572324849,-122.918331664376,2.3,0,44127.27,12205.78,40.26,35,54.80179358204996
Grandt Kitchen,Surrey,49.189707024899,-122.846393287182,3.9,0,35926.32,7277.06,45.56,11,84.68094748486277
McDonald's,New Westminster,49.2123616960379,-122.918872872422,2.5,0,43211.76,6869.19,29.51,38,39.87943066295538
Mineiros Brazilian Bistro,Burnaby,49.22228570000001,-122.9438174,4.1,1,35641.38,6502.64,32.3,11,65.08540552115112
Golden Parrots Pub,Coquitlam,49.23296,-122.82035,4.3,1,45066.67,2609.12,25.15,0,33.14894748946253
Sushi Mura,Coquitlam,49.24253556,-122.89257508,4.7,1,38425.0,4044.87,35.75,26,32.29334106581805
DL Chicken,New Westminster,49.20233,-122.92738,5.0,1,41824.0,9002.56,37.15,3,201.96977897207714
Morning Tide Eatery,Coquitlam,49.2370123799837,-122.852788790242,4.5,1,42320.0,2989.28,26.81,11,400.03046809845216
Popeyes,Burnaby,49.21372,-122.93885,2.9,0,39776.92,5875.3,32.12,5,77.09688875792851
Pizza Art,Burnaby,49.21867,-122.95386,4.0,1,36333.33,9550.1,34.09,10,55.59281097432138
Passenger Cafe,New Westminster,49.200772,-122.9128591,4.0,1,44968.42,13227.66,41.0,52,6.64316226565109
TMFOX Cafe,New Westminster,49.210531,-122.9337946,2.0,0,40427.59,7307.83,30.67,11,15.493043990060407
Chai Coffee Company,Surrey,49.204153352896995,-122.8718295,4.8,1,32480.0,2212.97,33.8,0,129.42309313703134
Chaiiwala Of London - King George Hub,Surrey,49.183129,-122.84476,4.5,1,35586.67,7088.05,42.91,8,27.334027469840745
BG Urban Cafe,New Westminster,49.2264137268066,-122.901428222656,0.0,0,46900.0,3902.11,27.7,0,133.1879330905252
Chaiiwala of London,Surrey,49.14829,-122.86628,3.9,0,30028.57,1684.04,35.37,11,117.15899240839416
The Loop Cafe,New Westminster,49.20182,-122.91405,0.0,0,44544.0,12191.63,40.28,53,52.874630303126224
Caffe Reggio,Coquitlam,49.23690507421246,-122.8705096,4.7,1,41920.0,3700.69,29.55,5,34.35573145800502
The Brew Estate Cafe & Kitchen,Surrey,49.165126,-122.8897187,4.5,1,34276.92,3802.07,31.46,2,158.08758455522263
Homespun Cafe,New Westminster,49.22568,-122.8930249,1.0,0,47428.57,2800.14,32.16,10,17.450306584509168
Waves Coffee House,Surrey,49.19847,-122.851331,3.5,0,34866.67,5558.69,43.55,2,61.50345960062909
Corner Cafe,New Westminster,49.225357,-122.8933213,3.0,0,47538.46,3034.85,32.7,9,25.83721544521986
Kap’s Cafe,Surrey,49.15744608410078,-122.89004916926464,4.5,1,35307.69,3030.55,31.67,2,132.6781188860947
Cafe Log,New Westminster,49.20128876194589,-122.91272218650852,1.0,0,45340.0,12487.04,40.7,55,16.95381498566175
Brownvibe Cafe,Surrey,49.1492,-122.86563,0.0,0,29900.0,1815.89,34.93,11,176.3066068331492
Fuel Cafe,Coquitlam,49.2274699,-122.83736,2.0,0,43200.0,386.3,23.87,2,136.1990044945681
Chaiiwala,Burnaby,49.27807222953898,-122.90977293603744,4.0,1,36000.0,607.3,47.19,0,108.35374716149435
Nemesis,Surrey,49.18862920359811,-122.85131372327882,0.0,0,34950.0,6219.03,46.51,8,125.04941325501743
Drippy Desserts,Surrey,49.150338497592806,-122.8898041,0.0,0,34190.0,5943.25,32.76,3,92.81956896483398
C4U Cafe,Coquitlam,49.261591,-122.887833,0.0,0,39047.06,5831.75,40.93,7,124.0489408942034
Cafe Tehroon,Coquitlam,49.2486,-122.81791,0.0,0,47250.0,2559.59,20.91,2,155.13867476155073
JD Café,Coquitlam,49.2492230474632,-122.858835048974,0.0,0,39311.11,3830.66,27.58,16,55.65763047357677
Coffee News Bc,Burnaby,49.20028,-122.98532,0.0,0,43000.0,172.15,23.76,3,401.57458570124675
Watt's for Lunch,Burnaby,49.21070551163732,-122.95778668465525,3.0,0,39866.67,5292.53,29.99,0,149.4750697201852
Harmony Cafe,Burnaby,49.249725139064815,-122.89458889325428,3.0,0,37657.14,7362.69,38.43,19,158.51071450760907
Ambar Surrey  Restaurant & Dhaba,Surrey,49.1282148,-122.8451664,4.5,1,34266.67,4328.21,28.27,0,131.23706822831696
Afghan Kitchen South Surrey,Surrey,49.0445839,-122.7766512,4.6,1,43155.56,3222.3,27.8,10,134.0138772465535
The Carvery Sandwich Shop,Surrey,49.04649,-122.79411,4.5,1,40181.82,3360.29,21.58,7,101.61014910922611
Vault Restaurant,Surrey,49.10711,-122.73478,3.9,0,41200.0,2752.94,28.74,11,71.0733066058437
New York New York,Surrey,49.118524,-122.801402,3.8,0,42400.0,5014.17,30.34,0,18.678664410674273
Old Surrey Restaurant,Surrey,49.13376877137055,-122.84896724397012,4.3,1,34133.33,3126.73,30.26,12,141.12580261115647
Yugafu Japanese Bistro,Surrey,49.12598822369157,-122.70117985561906,5.0,1,47933.33,5014.93,28.56,5,78.72544595970862
Sabai Thai Restaurant,Surrey,49.1909867,-122.8065349,4.0,1,35350.0,7115.56,29.37,6,3.4867025411144517
Maruhachi Ra-men,Surrey,49.167891,-122.800795,4.7,1,35188.24,3853.44,28.87,3,54.72041953461875
Dragon Village Restaurant,Surrey,49.10558,-122.73478,4.3,1,41200.0,2752.94,28.74,11,119.36714970590977
Chuihong,Surrey,49.19184,-122.78787,4.2,1,37876.92,4169.18,29.39,0,93.27859509324622
Tap Restaurant,Surrey,49.06362140752368,-122.7971484,4.2,1,50618.18,3231.69,23.25,2,291.13119041580427
Seoul Grill House,Surrey,49.18662844935571,-122.80218576441264,3.4,0,36113.04,6494.28,28.84,17,113.001469366801
Yory Korean Cuisine,Surrey,49.1569241,-122.7809906,4.4,1,37631.58,5439.46,25.09,11,147.52529351705658
Dragon Wok,Surrey,49.134925,-122.843366,5.0,1,35353.85,3617.48,28.82,15,162.97903306685276
Ruby Siam Thai Kitchen,Surrey,49.1064009,-122.7352826,4.3,1,41200.0,2752.94,28.74,11,123.16091645412273
Texx Big Burger,Surrey,49.189932,-122.841323,4.1,1,36411.11,7507.07,45.21,5,172.4801404852652
Chopsticks On Pho,Surrey,49.1044634,-122.7986729,3.8,0,47100.0,4730.17,27.24,8,88.47096150956462
Ato Sushi Bar Kitchen,Surrey,49.1029789,-122.8008651,4.6,1,45920.0,2586.73,27.99,10,71.71158433800372
